date,category,product_name,quantity,price,total_amount,discount,final_amount
10/28/2024,Household Items,Chicken Breast,5,23.36,116.8,11.68,105.12
1/19/2024,Dairy,Yogurt,2,26.72,53.44,10.69,42.75
12/29/2024,Beverages,Onions,3,12.3,36.9,7.38,29.52
1/28/2024,Health & Wellness,Cereal,3,17.53,52.59,5.26,47.33
5/4/2024,Dairy,Bananas,5,29.6,148,22.2,125.8
11/4/2023,Canned Goods,Onions,1,1.01,1.01,4.44,-3.43
10/25/2024,Bakery,Cheese,5,12.42,62.1,6.21,55.89
4/24/2025,Snacks & Candy,Onions,2,20.2,40.4,8.08,32.32
5/24/2025,Snacks & Candy,Orange Juice,4,5.46,21.84,4.37,17.47
11/22/2024,Dairy,Bananas,2,21.91,43.82,8.76,35.06
8/29/2023,Meat & Seafood,Cheese,4,26.9,107.6,1.72,105.88
3/6/2024,Snacks & Candy,Onions,4,12.15,48.6,4.86,43.74
7/22/2025,Household Items,Potatoes,2,21.64,43.28,3.31,39.97
5/5/2024,Produce,Potatoes,3,4.27,12.81,2.56,10.25
12/25/2023,Frozen Foods,Salmon,5,3.26,16.3,3.26,13.04
10/19/2024,Health & Wellness,Bread,5,24.13,120.65,18.1,102.55
9/30/2023,Produce,Potatoes,4,15.86,63.44,6.34,57.1
3/4/2025,Frozen Foods,Rice,2,2.01,4.02,0,4.02
10/17/2023,Produce,Potatoes,5,5.89,29.45,0,29.45
1/21/2024,Frozen Foods,Potatoes,1,4.67,4.67,0.7,3.97
6/28/2024,Household Items,Pasta,3,25.87,77.61,1.7,75.91
4/27/2024,Health & Wellness,Salmon,3,24.42,73.26,7.33,65.93
5/20/2024,Personal Care,Milk,3,29.53,88.59,4.74,83.85
2/17/2025,Beverages,Cheese,4,7.89,31.56,6.31,25.25
4/1/2025,Produce,Pasta,1,2.51,2.51,0.25,2.26
6/23/2025,Beverages,Onions,2,12,24,2.4,21.6
12/5/2023,Meat & Seafood,Carrots,4,1.33,5.32,0.53,4.79
3/14/2025,Personal Care,Milk,1,27.6,27.6,2.76,24.84
1/11/2025,Canned Goods,Pasta,3,24.26,72.78,7.28,65.5
3/5/2024,Health & Wellness,Yogurt,5,10.77,53.85,8.08,45.77
1/2/2025,Produce,Bananas,1,1.34,1.34,0,1.34
8/18/2024,Canned Goods,Ground Beef,3,8.29,24.87,1.37,23.5
6/23/2024,Household Items,Chicken Breast,1,3.5,3.5,0.35,3.15
1/21/2024,Dairy,Apples,3,9.53,28.59,0,28.59
11/3/2023,Frozen Foods,Cheese,3,8.45,25.35,3.8,21.55
7/5/2024,Snacks & Candy,Tomatoes,3,29.87,89.61,17.92,71.69
3/14/2024,Dairy,Potatoes,2,18.69,37.38,1.58,35.8
9/19/2024,Bakery,Chicken Breast,4,21.74,86.96,1.28,85.68
9/11/2023,Beverages,Bananas,4,5.31,21.24,3.66,17.58
6/9/2024,Meat & Seafood,Cereal,4,17.65,70.6,7.06,63.54
8/12/2023,Snacks & Candy,Bread,5,7.54,37.7,3.27,34.43
3/28/2024,Canned Goods,Rice,4,2.59,10.36,1.55,8.81
3/25/2025,Canned Goods,Bread,4,23.04,92.16,18.43,73.73
3/22/2025,Produce,Tomatoes,2,9.66,19.32,0,19.32
3/18/2024,Beverages,Bread,4,22.31,89.24,17.85,71.39
11/8/2023,Household Items,Ground Beef,4,12.26,49.04,4.9,44.14
8/27/2024,Beverages,Bananas,1,10.83,10.83,1.08,9.75
12/21/2023,Bakery,Carrots,4,28.25,113,0,113
5/28/2024,Dairy,Milk,2,15.17,30.34,1.18,29.16
2/3/2025,Produce,Apples,1,27.23,27.23,2.72,24.51
8/29/2024,Household Items,Bread,1,4.3,4.3,4.22,0.08
10/1/2023,Canned Goods,Tomatoes,3,4.49,13.47,2.02,11.45
6/6/2025,Produce,Apples,3,2.82,8.46,0.85,7.61
7/10/2024,Canned Goods,Onions,2,13.71,27.42,5.48,21.94
7/29/2024,Health & Wellness,Tomatoes,2,1.44,2.88,1.03,1.85
6/6/2025,Health & Wellness,Rice,4,21.1,84.4,0,84.4
10/27/2024,Bakery,Eggs,3,16.16,48.48,9.7,38.78
10/25/2024,Household Items,Apples,4,18.74,74.96,11.24,63.72
2/8/2025,Produce,Onions,2,6.56,13.12,2.45,10.67
3/18/2024,Personal Care,Ground Beef,4,23.33,93.32,14,79.32
6/16/2024,Bakery,Chicken Breast,2,20.86,41.72,4.17,37.55
4/15/2024,Meat & Seafood,Milk,1,19.69,19.69,1.97,17.72
4/20/2025,Canned Goods,Salmon,1,4.02,4.02,0.8,3.22
5/14/2025,Beverages,Carrots,1,3.04,3.04,3.32,-0.28
10/14/2023,Bakery,Cereal,2,23.58,47.16,1.95,45.21
5/23/2025,Bakery,Tomatoes,2,3.12,6.24,4.56,1.68
2/11/2024,Bakery,Salmon,2,12.22,24.44,0,24.44
11/6/2024,Health & Wellness,Orange Juice,3,6.85,20.55,0,20.55
9/16/2024,Frozen Foods,Eggs,1,25.69,25.69,5.14,20.55
6/9/2024,Bakery,Rice,5,5.54,27.7,4.88,22.82
3/8/2025,Dairy,Cheese,5,15.18,75.9,7.59,68.31
1/26/2024,Produce,Cheese,2,8.18,16.36,4.79,11.57
4/3/2025,Snacks & Candy,Milk,1,29.74,29.74,2.97,26.77
10/5/2023,Snacks & Candy,Potatoes,1,14.11,14.11,4.01,10.1
12/10/2024,Bakery,Eggs,3,9.57,28.71,2.92,25.79
9/22/2024,Meat & Seafood,Salmon,5,22.66,113.3,11.33,101.97
1/4/2024,Snacks & Candy,Apples,3,19.17,57.51,0,57.51
5/5/2024,Snacks & Candy,Cereal,5,1.94,9.7,0,9.7
2/6/2024,Household Items,Yogurt,1,18.98,18.98,4.78,14.2
11/28/2023,Produce,Chicken Breast,4,11.59,46.36,6.95,39.41
1/7/2024,Meat & Seafood,Onions,1,17.25,17.25,3.45,13.8
11/16/2024,Bakery,Onions,1,19.81,19.81,0,19.81
3/19/2025,Canned Goods,Orange Juice,3,15.59,46.77,1.25,45.52
12/22/2023,Beverages,Potatoes,5,16.26,81.3,0,81.3
8/1/2024,Health & Wellness,Onions,3,14.1,42.3,8.46,33.84
1/17/2025,Dairy,Bread,4,27.03,108.12,1.66,106.46
6/8/2025,Meat & Seafood,Potatoes,2,26.36,52.72,7.91,44.81
12/2/2023,Health & Wellness,Onions,2,14.73,29.46,0,29.46
9/29/2023,Frozen Foods,Yogurt,1,1.63,1.63,3.58,-1.95
7/15/2024,Household Items,Cereal,3,15.09,45.27,4.53,40.74
4/16/2025,Household Items,Eggs,3,5.97,17.91,1.79,16.12
11/8/2024,Frozen Foods,Milk,2,11.23,22.46,4.7,17.76
5/6/2024,Frozen Foods,Apples,2,25.33,50.66,10.13,40.53
10/3/2023,Dairy,Milk,3,17.65,52.95,7.94,45.01
7/30/2024,Bakery,Onions,1,20.29,20.29,4.06,16.23
9/5/2023,Beverages,Onions,2,16.47,32.94,3.29,29.65
5/19/2024,Meat & Seafood,Salmon,3,5.52,16.56,0,16.56
10/5/2023,Beverages,Rice,5,20.33,101.65,15.25,86.4
11/26/2024,Beverages,Milk,2,20.65,41.3,2.61,38.69
5/31/2024,Beverages,Orange Juice,1,10.45,10.45,3.11,7.34
10/30/2024,Bakery,Bananas,1,16.6,16.6,2.58,14.02
7/21/2024,Canned Goods,Carrots,1,27.33,27.33,5.47,21.86
4/12/2024,Canned Goods,Tomatoes,3,1.34,4.02,0.6,3.42
8/30/2024,Personal Care,Bread,2,22.1,44.2,4.42,39.78
9/24/2023,Meat & Seafood,Cheese,4,5.04,20.16,4.03,16.13
10/26/2023,Frozen Foods,Potatoes,5,29.6,148,1.03,146.97
2/11/2025,Snacks & Candy,Apples,5,14.39,71.95,14.39,57.56
9/1/2024,Snacks & Candy,Rice,5,15.22,76.1,2.22,73.88
9/6/2023,Beverages,Ground Beef,1,23.94,23.94,3.59,20.35
2/6/2025,Dairy,Rice,4,6.19,24.76,1.48,23.28
7/13/2024,Beverages,Bread,5,22.61,113.05,2.74,110.31
9/16/2024,Health & Wellness,Potatoes,1,11.81,11.81,1.77,10.04
5/15/2024,Household Items,Milk,2,10.26,20.52,3.08,17.44
7/19/2025,Produce,Pasta,3,13.16,39.48,2.16,37.32
6/2/2024,Health & Wellness,Bread,5,6.61,33.05,3.4,29.65
3/30/2025,Personal Care,Cereal,3,24.97,74.91,11.24,63.67
1/15/2025,Dairy,Onions,5,11.19,55.95,11.19,44.76
4/11/2025,Frozen Foods,Orange Juice,4,12.94,51.76,1.87,49.89
9/27/2023,Bakery,Yogurt,5,18.78,93.9,9.39,84.51
10/19/2023,Dairy,Chicken Breast,2,27.77,55.54,8.33,47.21
3/14/2024,Meat & Seafood,Salmon,5,16.16,80.8,16.16,64.64
2/19/2025,Produce,Chicken Breast,2,4.72,9.44,0,9.44
4/21/2024,Frozen Foods,Eggs,2,4.77,9.54,0,9.54
11/1/2024,Dairy,Bananas,4,22.95,91.8,1.13,90.67
7/19/2025,Household Items,Milk,4,4.44,17.76,2.21,15.55
4/3/2024,Dairy,Chicken Breast,5,6.95,34.75,6.95,27.8
11/15/2023,Produce,Bread,2,25.52,51.04,2.39,48.65
4/3/2024,Personal Care,Ground Beef,5,17.53,87.65,1.87,85.78
12/18/2024,Frozen Foods,Apples,5,1.12,5.6,1.12,4.48
4/29/2025,Beverages,Orange Juice,5,6.36,31.8,6.36,25.44
1/8/2025,Snacks & Candy,Cheese,2,15.9,31.8,4.77,27.03
10/18/2023,Beverages,Chicken Breast,5,4.93,24.65,0,24.65
9/4/2024,Personal Care,Milk,1,10.51,10.51,1.58,8.93
8/21/2023,Household Items,Rice,4,7.54,30.16,3.02,27.14
4/2/2024,Dairy,Potatoes,3,6.19,18.57,0,18.57
1/20/2024,Snacks & Candy,Salmon,5,20.09,100.45,20.09,80.36
3/24/2025,Snacks & Candy,Chicken Breast,2,2.87,5.74,0.86,4.88
1/3/2024,Household Items,Tomatoes,1,7.74,7.74,1.16,6.58
11/21/2023,Health & Wellness,Tomatoes,3,14.79,44.37,4.44,39.93
10/5/2023,Frozen Foods,Eggs,4,4.12,16.48,1.65,14.83
5/23/2025,Health & Wellness,Eggs,1,3.88,3.88,0.39,3.49
9/4/2024,Meat & Seafood,Tomatoes,5,20.69,103.45,3.49,99.96
5/16/2025,Health & Wellness,Carrots,4,23.98,95.92,0,95.92
9/5/2023,Beverages,Carrots,3,16.72,50.16,4.96,45.2
6/17/2025,Snacks & Candy,Salmon,3,25.72,77.16,1.13,76.03
11/12/2024,Health & Wellness,Rice,2,15.24,30.48,0,30.48
12/4/2023,Beverages,Chicken Breast,5,20.57,102.85,10.29,92.56
12/25/2023,Meat & Seafood,Carrots,1,12.34,12.34,3.71,8.63
2/17/2025,Canned Goods,Milk,1,18.11,18.11,2.72,15.39
9/9/2023,Health & Wellness,Cereal,4,3.81,15.24,1.52,13.72
5/15/2024,Produce,Ground Beef,2,7.79,15.58,0,15.58
7/17/2024,Frozen Foods,Chicken Breast,3,5.91,17.73,2.84,14.89
3/13/2025,Household Items,Carrots,4,8.72,34.88,1.09,33.79
2/4/2024,Snacks & Candy,Tomatoes,3,17.59,52.77,3.76,49.01
2/8/2024,Canned Goods,Potatoes,5,24.52,122.6,24.52,98.08
4/26/2025,Canned Goods,Cheese,2,15.4,30.8,1.86,28.94
7/9/2025,Produce,Rice,5,12.65,63.25,0,63.25
5/18/2024,Household Items,Cereal,3,2.94,8.82,0.88,7.94
7/30/2024,Canned Goods,Bread,3,15.62,46.86,0,46.86
4/2/2025,Canned Goods,Yogurt,4,12.66,50.64,0,50.64
8/31/2024,Meat & Seafood,Bananas,5,26.01,130.05,26.01,104.04
6/27/2024,Frozen Foods,Onions,5,25.72,128.6,3.91,124.69
5/2/2025,Personal Care,Yogurt,3,14.4,43.2,0,43.2
4/20/2025,Snacks & Candy,Cheese,3,25.94,77.82,0,77.82
6/15/2025,Snacks & Candy,Pasta,3,19.73,59.19,5.92,53.27
9/16/2023,Dairy,Eggs,2,1.79,3.58,0.36,3.22
6/15/2025,Personal Care,Cheese,4,19.75,79,15.8,63.2
10/10/2024,Meat & Seafood,Bananas,3,23.89,71.67,0,71.67
2/9/2025,Beverages,Bananas,1,25.92,25.92,2.19,23.73
5/29/2025,Snacks & Candy,Orange Juice,1,12.5,12.5,2.5,10
3/15/2024,Household Items,Carrots,1,16.13,16.13,1.61,14.52
3/21/2025,Bakery,Chicken Breast,3,10.54,31.62,0,31.62
3/5/2024,Snacks & Candy,Yogurt,2,4.09,8.18,0.82,7.36
7/10/2025,Frozen Foods,Milk,4,16.46,65.84,9.88,55.96
11/29/2023,Snacks & Candy,Potatoes,2,28.93,57.86,8.68,49.18
10/17/2023,Canned Goods,Rice,1,19.71,19.71,0,19.71
5/2/2025,Health & Wellness,Ground Beef,3,17.02,51.06,0,51.06
6/24/2025,Personal Care,Ground Beef,4,12.26,49.04,7.36,41.68
7/29/2025,Dairy,Ground Beef,3,7.09,21.27,2.13,19.14
6/24/2024,Health & Wellness,Cheese,1,8.94,8.94,0.89,8.05
6/9/2024,Canned Goods,Cheese,1,24.9,24.9,1.27,23.63
5/23/2024,Household Items,Onions,3,14.13,42.39,0,42.39
6/1/2024,Health & Wellness,Salmon,2,1.08,2.16,0.32,1.84
5/24/2024,Dairy,Apples,2,15.96,31.92,3.74,28.18
8/28/2023,Beverages,Potatoes,2,8.55,17.1,2.56,14.54
7/29/2025,Dairy,Cheese,3,6.26,18.78,1.9,16.88
5/19/2025,Personal Care,Ground Beef,1,29.24,29.24,0,29.24
4/12/2025,Produce,Tomatoes,5,13.43,67.15,4.83,62.32
11/21/2023,Household Items,Chicken Breast,1,21.83,21.83,0,21.83
3/16/2024,Dairy,Ground Beef,2,6.52,13.04,1.96,11.08
1/28/2025,Snacks & Candy,Eggs,4,25.82,103.28,15.49,87.79
3/18/2025,Snacks & Candy,Apples,4,23.97,95.88,14.38,81.5
7/20/2024,Household Items,Salmon,2,11.71,23.42,1.04,22.38
7/10/2025,Canned Goods,Tomatoes,2,21.68,43.36,0,43.36
8/21/2023,Dairy,Chicken Breast,5,2.69,13.45,1.34,12.11
1/21/2024,Household Items,Milk,1,8.35,8.35,1.25,7.1
10/6/2024,Health & Wellness,Orange Juice,2,29.06,58.12,1.72,56.4
6/30/2024,Personal Care,Potatoes,3,26.45,79.35,11.9,67.45
3/31/2025,Snacks & Candy,Eggs,3,4.38,13.14,1.31,11.83
2/7/2024,Canned Goods,Cheese,3,27.17,81.51,2.25,79.26
11/9/2023,Canned Goods,Potatoes,2,17.1,34.2,1.76,32.44
2/8/2024,Bakery,Apples,1,14.63,14.63,1.46,13.17
12/15/2024,Beverages,Milk,4,11.33,45.32,4.53,40.79
9/24/2023,Dairy,Eggs,1,11.13,11.13,2.23,8.9
5/17/2025,Personal Care,Pasta,5,26.83,134.15,4.99,129.16
11/12/2024,Personal Care,Apples,4,27.68,110.72,0,110.72
8/19/2023,Canned Goods,Bananas,3,20.75,62.25,6.23,56.02
10/26/2024,Household Items,Chicken Breast,3,5.45,16.35,0,16.35
2/15/2025,Beverages,Pasta,5,20.07,100.35,0,100.35
3/20/2024,Canned Goods,Eggs,2,26.03,52.06,7.81,44.25
8/8/2023,Dairy,Onions,5,12.05,60.25,12.05,48.2
2/9/2024,Snacks & Candy,Bread,1,25.71,25.71,2.57,23.14
12/30/2023,Health & Wellness,Eggs,1,9.65,9.65,0,9.65
9/16/2024,Health & Wellness,Eggs,3,20.29,60.87,1.8,59.07
9/28/2023,Snacks & Candy,Potatoes,3,17.32,51.96,5.2,46.76
10/2/2024,Household Items,Apples,4,19.28,77.12,2.37,74.75
4/8/2025,Health & Wellness,Ground Beef,2,27.98,55.96,8.39,47.57
10/10/2024,Snacks & Candy,Bread,4,9.7,38.8,7.76,31.04
6/5/2024,Snacks & Candy,Rice,5,2.37,11.85,1.43,10.42
9/9/2023,Snacks & Candy,Chicken Breast,4,20.15,80.6,12.09,68.51
5/22/2024,Household Items,Bread,5,1.46,7.3,1.46,5.84
3/9/2025,Snacks & Candy,Milk,1,13.06,13.06,1.96,11.1
5/10/2024,Health & Wellness,Salmon,5,24.42,122.1,24.42,97.68
4/30/2024,Dairy,Pasta,1,13.57,13.57,1.36,12.21
2/26/2025,Produce,Apples,4,14.33,57.32,8.6,48.72
3/28/2025,Health & Wellness,Tomatoes,3,3.53,10.59,2.12,8.47
11/18/2023,Produce,Yogurt,1,7.06,7.06,0,7.06
5/6/2024,Snacks & Candy,Onions,2,3.49,6.98,1.4,5.58
4/25/2024,Snacks & Candy,Bananas,1,5.81,5.81,0.58,5.23
5/12/2025,Produce,Salmon,5,8.03,40.15,2.34,37.81
1/28/2025,Health & Wellness,Cheese,4,25.6,102.4,2.95,99.45
12/9/2024,Personal Care,Potatoes,2,21.7,43.4,4.34,39.06
4/28/2025,Personal Care,Bread,3,26.88,80.64,2.98,77.66
9/25/2023,Beverages,Cheese,1,5.67,5.67,0.57,5.1
9/4/2023,Beverages,Ground Beef,5,7.36,36.8,4.41,32.39
1/10/2024,Meat & Seafood,Rice,4,28.82,115.28,11.53,103.75
4/12/2025,Household Items,Yogurt,3,21.02,63.06,12.61,50.45
6/25/2025,Bakery,Apples,5,15.26,76.3,7.63,68.67
4/8/2024,Bakery,Yogurt,5,2.35,11.75,1.76,9.99
9/10/2024,Health & Wellness,Apples,2,25,50,2.35,47.65
5/1/2025,Household Items,Ground Beef,1,17.29,17.29,2.59,14.7
8/8/2024,Produce,Onions,3,26.98,80.94,0,80.94
9/4/2023,Beverages,Salmon,1,29.26,29.26,1.17,28.09
3/16/2024,Meat & Seafood,Chicken Breast,2,27.41,54.82,0,54.82
6/6/2025,Personal Care,Potatoes,1,5.46,5.46,1.09,4.37
6/9/2025,Bakery,Salmon,4,23.3,93.2,9.32,83.88
3/6/2024,Frozen Foods,Carrots,2,3.46,6.92,1.04,5.88
4/18/2025,Meat & Seafood,Carrots,4,23.82,95.28,9.53,85.75
7/11/2024,Beverages,Carrots,3,28.36,85.08,3.87,81.21
3/6/2025,Dairy,Bread,3,10.12,30.36,3.04,27.32
7/1/2025,Snacks & Candy,Milk,2,27.16,54.32,5.43,48.89
4/26/2024,Health & Wellness,Onions,3,21.91,65.73,4.31,61.42
8/26/2024,Household Items,Eggs,4,13.93,55.72,0,55.72
5/18/2024,Health & Wellness,Tomatoes,2,26.54,53.08,2.34,50.74
3/1/2024,Personal Care,Onions,3,7.19,21.57,2.36,19.21
2/21/2025,Produce,Bananas,5,18.17,90.85,0,90.85
10/7/2023,Personal Care,Chicken Breast,1,25.4,25.4,1.19,24.21
11/16/2024,Beverages,Rice,5,22.36,111.8,22.36,89.44
10/3/2024,Household Items,Ground Beef,3,9.67,29.01,0,29.01
4/12/2024,Personal Care,Ground Beef,1,10.5,10.5,1.57,8.93
10/8/2023,Dairy,Eggs,4,25.01,100.04,2.7,97.34
1/1/2025,Beverages,Yogurt,4,3.25,13,3.24,9.76
4/1/2024,Frozen Foods,Potatoes,4,29.89,119.56,0,119.56
11/17/2024,Meat & Seafood,Eggs,5,4.68,23.4,4.68,18.72
12/14/2023,Personal Care,Chicken Breast,2,14.2,28.4,2.48,25.92
5/6/2024,Household Items,Cheese,1,4.5,4.5,3.09,1.41
9/8/2023,Canned Goods,Rice,3,9.78,29.34,5.87,23.47
11/26/2024,Household Items,Cheese,1,28.16,28.16,5.63,22.53
3/7/2024,Beverages,Bananas,1,16.87,16.87,1.69,15.18
10/4/2023,Household Items,Rice,5,14.11,70.55,7.05,63.5
5/15/2024,Meat & Seafood,Carrots,4,23.08,92.32,18.46,73.86
4/20/2025,Dairy,Cheese,4,7.74,30.96,1.18,29.78
8/31/2023,Frozen Foods,Bread,2,21.5,43,3.58,39.42
5/27/2025,Dairy,Yogurt,5,16.7,83.5,3.09,80.41
9/3/2023,Personal Care,Bananas,1,20.08,20.08,2.1,17.98
9/28/2023,Bakery,Salmon,1,24.39,24.39,2.44,21.95
4/2/2025,Beverages,Bananas,3,13.66,40.98,2.27,38.71
5/14/2024,Dairy,Chicken Breast,1,16.7,16.7,3.34,13.36
10/20/2024,Dairy,Eggs,3,28.6,85.8,3.46,82.34
11/18/2024,Meat & Seafood,Bananas,1,9.63,9.63,1.93,7.7
1/15/2025,Canned Goods,Pasta,4,28.3,113.2,1.81,111.39
5/21/2024,Beverages,Carrots,5,12.16,60.8,2.27,58.53
7/16/2024,Snacks & Candy,Bread,4,1.83,7.32,2.08,5.24
10/25/2024,Bakery,Onions,2,9.82,19.64,4.39,15.25
9/21/2024,Bakery,Eggs,3,16.66,49.98,4.81,45.17
6/11/2024,Beverages,Milk,1,24.56,24.56,0,24.56
12/23/2024,Produce,Milk,4,8.92,35.68,5.35,30.33
2/16/2024,Household Items,Carrots,3,2.31,6.93,1.04,5.89
8/27/2023,Snacks & Candy,Chicken Breast,2,22.02,44.04,8.81,35.23
8/28/2024,Canned Goods,Cereal,3,29.4,88.2,13.23,74.97
6/2/2024,Health & Wellness,Cereal,3,7.1,21.3,4.66,16.64
2/26/2024,Health & Wellness,Bananas,5,14.81,74.05,0,74.05
2/3/2025,Snacks & Candy,Onions,4,23.1,92.4,0,92.4
1/20/2024,Personal Care,Bananas,4,20.49,81.96,2.43,79.53
1/27/2025,Produce,Chicken Breast,4,11.73,46.92,1.89,45.03
1/9/2024,Frozen Foods,Orange Juice,2,3.6,7.2,0,7.2
11/20/2023,Bakery,Potatoes,3,2.06,6.18,1.78,4.4
7/23/2024,Dairy,Pasta,5,15.5,77.5,0,77.5
7/5/2025,Dairy,Eggs,1,4.69,4.69,3.92,0.77
10/14/2023,Bakery,Bananas,5,18.81,94.05,4.75,89.3
1/6/2025,Canned Goods,Cheese,4,8.94,35.76,3.58,32.18
2/8/2025,Personal Care,Milk,2,2.35,4.7,2.8,1.9
10/7/2024,Snacks & Candy,Yogurt,3,3.36,10.08,0,10.08
3/19/2024,Snacks & Candy,Bread,2,6.7,13.4,3.5,9.9
5/29/2025,Produce,Potatoes,4,24.42,97.68,14.65,83.03
2/9/2025,Dairy,Potatoes,2,28.8,57.6,8.64,48.96
4/14/2025,Bakery,Bread,5,18.96,94.8,0,94.8
9/5/2024,Household Items,Chicken Breast,1,29.25,29.25,2.93,26.32
11/9/2023,Dairy,Eggs,1,27.64,27.64,4.15,23.49
4/13/2025,Dairy,Chicken Breast,1,17.21,17.21,1.72,15.49
2/6/2024,Household Items,Cheese,2,26.06,52.12,5.21,46.91
8/27/2023,Beverages,Cheese,5,18.95,94.75,9.47,85.28
10/10/2024,Canned Goods,Yogurt,1,3.97,3.97,4.16,-0.19
8/4/2024,Household Items,Eggs,5,8.42,42.1,0,42.1
11/24/2024,Meat & Seafood,Ground Beef,2,24.1,48.2,7.23,40.97
9/27/2023,Personal Care,Orange Juice,3,17.92,53.76,10.75,43.01
6/11/2024,Frozen Foods,Cereal,3,11.69,35.07,1.95,33.12
9/18/2024,Produce,Cheese,3,6.66,19.98,2.37,17.61
3/26/2025,Beverages,Cereal,5,17.41,87.05,8.71,78.34
5/7/2025,Meat & Seafood,Chicken Breast,4,26.4,105.6,10.56,95.04
11/12/2023,Produce,Ground Beef,2,14.52,29.04,2.9,26.14
12/17/2024,Snacks & Candy,Yogurt,4,6.33,25.32,1.29,24.03
7/21/2024,Personal Care,Chicken Breast,2,9.42,18.84,4.9,13.94
1/16/2025,Bakery,Rice,2,7.34,14.68,2.2,12.48
4/30/2024,Bakery,Apples,2,1.61,3.22,1.08,2.14
6/18/2025,Snacks & Candy,Chicken Breast,3,28.14,84.42,16.88,67.54
3/25/2025,Canned Goods,Apples,5,29.33,146.65,0,146.65
7/8/2024,Dairy,Eggs,2,24.04,48.08,0,48.08
7/14/2025,Canned Goods,Cheese,2,27.7,55.4,2.18,53.22
5/13/2025,Canned Goods,Ground Beef,1,19.24,19.24,4.87,14.37
9/12/2024,Bakery,Bread,4,23.93,95.72,19.14,76.58
3/30/2024,Snacks & Candy,Carrots,3,15.45,46.35,6.95,39.4
12/10/2023,Personal Care,Potatoes,4,14.73,58.92,0,58.92
8/2/2025,Bakery,Ground Beef,2,14.1,28.2,5.64,22.56
5/1/2024,Snacks & Candy,Tomatoes,5,5.55,27.75,4.16,23.59
7/2/2025,Dairy,Eggs,1,9.55,9.55,1.91,7.64
5/25/2025,Beverages,Carrots,5,10.74,53.7,5.37,48.33
2/17/2024,Canned Goods,Potatoes,3,8.91,26.73,2.67,24.06
12/12/2024,Frozen Foods,Bread,3,27.13,81.39,12.21,69.18
11/12/2023,Dairy,Chicken Breast,1,11.44,11.44,1.72,9.72
11/26/2024,Health & Wellness,Cereal,3,9.77,29.31,5.86,23.45
10/18/2023,Personal Care,Pasta,1,23.32,23.32,2.33,20.99
12/16/2024,Household Items,Bananas,4,19.96,79.84,7.98,71.86
11/8/2024,Bakery,Yogurt,4,7.77,31.08,0,31.08
12/17/2023,Canned Goods,Bread,3,25.52,76.56,15.31,61.25
5/22/2025,Beverages,Onions,1,11.86,11.86,1.78,10.08
5/8/2025,Beverages,Orange Juice,3,7.53,22.59,0,22.59
10/9/2023,Frozen Foods,Cereal,5,1.66,8.3,1.66,6.64
12/17/2024,Canned Goods,Tomatoes,4,6.91,27.64,2.55,25.09
12/24/2024,Dairy,Cereal,5,28.89,144.45,1.69,142.76
3/24/2025,Meat & Seafood,Milk,5,15.16,75.8,4.65,71.15
11/29/2024,Frozen Foods,Yogurt,2,9.43,18.86,1.89,16.97
8/27/2024,Canned Goods,Carrots,1,5.97,5.97,0.6,5.37
3/18/2024,Dairy,Eggs,5,13.12,65.6,6.56,59.04
8/16/2024,Meat & Seafood,Yogurt,3,13.52,40.56,8.11,32.45
4/23/2025,Household Items,Yogurt,5,21.78,108.9,21.78,87.12
3/25/2024,Meat & Seafood,Salmon,1,24.9,24.9,2.32,22.58
10/2/2023,Beverages,Salmon,5,2.12,10.6,0,10.6
12/7/2023,Canned Goods,Rice,4,18.77,75.08,7.51,67.57
6/24/2024,Meat & Seafood,Cheese,4,12.15,48.6,0,48.6
8/1/2024,Snacks & Candy,Milk,2,26.67,53.34,0,53.34
4/27/2024,Frozen Foods,Bread,2,27.34,54.68,8.2,46.48
4/5/2024,Dairy,Carrots,3,12.88,38.64,7.73,30.91
2/27/2025,Produce,Salmon,1,3.11,3.11,0.31,2.8
6/11/2024,Snacks & Candy,Yogurt,4,2.09,8.36,0,8.36
3/19/2025,Canned Goods,Salmon,4,14.37,57.48,0,57.48
9/9/2024,Meat & Seafood,Potatoes,3,25.4,76.2,1.4,74.8
4/10/2024,Dairy,Onions,4,5.88,23.52,0,23.52
8/3/2024,Meat & Seafood,Salmon,3,6.15,18.45,0,18.45
3/1/2024,Bakery,Salmon,1,25.25,25.25,2.53,22.72
2/15/2024,Beverages,Milk,5,1.13,5.65,1.13,4.52
10/21/2023,Canned Goods,Ground Beef,2,3.64,7.28,2.35,4.93
3/19/2024,Health & Wellness,Bread,2,28.79,57.58,0,57.58
6/8/2025,Produce,Cheese,5,4.11,20.55,3.51,17.04
2/15/2024,Personal Care,Tomatoes,4,4.49,17.96,2.69,15.27
4/29/2025,Meat & Seafood,Bananas,4,19.96,79.84,15.97,63.87
8/1/2025,Bakery,Bread,3,19.84,59.52,4.54,54.98
1/1/2024,Frozen Foods,Potatoes,1,21.65,21.65,3.25,18.4
8/28/2024,Household Items,Cereal,4,20.65,82.6,12.39,70.21
8/3/2024,Health & Wellness,Cereal,4,2.95,11.8,1.18,10.62
6/19/2025,Health & Wellness,Ground Beef,5,18.03,90.15,3.47,86.68
8/27/2024,Frozen Foods,Ground Beef,4,22.95,91.8,1.55,90.25
10/15/2023,Frozen Foods,Yogurt,2,11.89,23.78,4.76,19.02
9/2/2024,Canned Goods,Eggs,3,10.2,30.6,4.17,26.43
