date,category,product_name,quantity,price,sales
11/10/2025,Books,Fiction Novel,5,15555.19,77775.95
1/30/2025,Books,Fiction Novel,2,43706.87,87413.74
7/15/2025,Electronics,Laptop,3,20535.73,61607.19
6/9/2025,Electronics,Laptop,1,33698.43,33698.43
10/4/2025,Clothing,Jeans,3,42482.89,127448.67
10/9/2025,Beauty,Lipstick,2,27493.34,54986.68
9/19/2025,Home & Kitchen,Cookware Set,1,26963.09,26963.09
10/31/2025,Books,Science Textbook,2,36087.71,72175.42
1/12/2025,Clothing,T-Shirt,3,20656.64,61969.92
4/1/2025,Beauty,Shampoo,3,48067.89,144203.67
5/18/2025,Electronics,Laptop,4,6099.37,24397.48
11/15/2025,Electronics,Smartphone,1,5040.74,5040.74
3/15/2025,Books,Children's Book,2,19884.61,39769.22
6/20/2025,Home & Kitchen,Cookware Set,1,18191.46,18191.46
5/9/2025,Clothing,Jeans,5,24895.91,124479.55
12/29/2025,Books,Comics,1,31289.84,31289.84
12/15/2025,Home & Kitchen,Mixer Grinder,5,26729.04,133645.2
12/5/2025,Beauty,Face Cream,2,9399.92,18799.84
6/5/2025,Books,Children's Book,5,41444.49,207222.45
9/15/2025,Clothing,Sneakers,2,26050.7,52101.4
6/28/2025,Home & Kitchen,Cookware Set,1,33213.52,33213.52
12/10/2025,Books,Comics,5,1709.58,8547.9
9/11/2025,Books,Science Textbook,3,11977.37,35932.11
5/8/2025,Home & Kitchen,Mixer Grinder,4,3721.27,14885.08
8/11/2025,Books,Comics,5,35964.17,179820.85
3/24/2025,Books,Comics,4,13573.27,54293.08
10/18/2025,Home & Kitchen,Vacuum Cleaner,4,3607,14428
5/31/2025,Beauty,Face Cream,1,22166.29,22166.29
6/21/2025,Home & Kitchen,Cookware Set,4,49895.16,199580.64
8/31/2025,Clothing,T-Shirt,5,5666.4,28332
9/7/2025,Home & Kitchen,Air Fryer,1,756.67,756.67
1/30/2025,Beauty,Hair Dryer,3,3725.7,11177.1
2/22/2025,Home & Kitchen,Water Purifier,3,47819.66,143458.98
10/6/2025,Books,Biography,2,44700.6,89401.2
9/26/2025,Home & Kitchen,Water Purifier,4,8281.89,33127.56
11/15/2025,Home & Kitchen,Air Fryer,3,35020.36,105061.08
5/11/2025,Home & Kitchen,Water Purifier,5,38640.33,193201.65
10/30/2025,Books,Fiction Novel,5,24537.47,122687.35
12/8/2025,Home & Kitchen,Air Fryer,5,44352.54,221762.7
8/29/2025,Beauty,Hair Dryer,1,23726.57,23726.57
4/7/2025,Clothing,T-Shirt,3,37342.8,112028.4
8/10/2025,Clothing,T-Shirt,2,34347.67,68695.34
9/13/2025,Home & Kitchen,Vacuum Cleaner,4,31452.94,125811.76
9/13/2025,Beauty,Shampoo,5,29447.8,147239
4/24/2025,Home & Kitchen,Water Purifier,5,42985.94,214929.7
9/10/2025,Beauty,Face Cream,1,15732.54,15732.54
10/22/2025,Books,Children's Book,4,32983.98,131935.92
11/11/2025,Home & Kitchen,Water Purifier,4,4111.51,16446.04
7/14/2025,Books,Biography,1,41504.26,41504.26
3/11/2025,Home & Kitchen,Cookware Set,5,11207.41,56037.05
3/3/2025,Clothing,T-Shirt,3,39318.29,117954.87
11/13/2025,Clothing,Jeans,4,4794.62,19178.48
3/27/2025,Books,Science Textbook,5,14041.67,70208.35
1/29/2025,Home & Kitchen,Vacuum Cleaner,3,42941.44,128824.32
6/26/2025,Clothing,Saree,4,32711.68,130846.72
10/6/2025,Home & Kitchen,Mixer Grinder,5,22732.36,113661.8
5/6/2025,Books,Comics,2,46294.26,92588.52
6/3/2025,Beauty,Hair Dryer,4,45408.64,181634.56
9/17/2025,Books,Comics,1,48062.05,48062.05
9/6/2025,Clothing,Saree,1,6923.21,6923.21
4/7/2025,Home & Kitchen,Cookware Set,4,26896.44,107585.76
5/20/2025,Clothing,Jacket,3,25156.05,75468.15
11/23/2025,Home & Kitchen,Water Purifier,1,41429.05,41429.05
10/9/2025,Home & Kitchen,Air Fryer,1,18815.47,18815.47
6/26/2025,Electronics,Smartwatch,2,9166.56,18333.12
10/8/2025,Books,Fiction Novel,4,4538.66,18154.64
10/19/2025,Books,Biography,1,10885.46,10885.46
4/29/2025,Clothing,Jeans,4,22246.82,88987.28
2/18/2025,Books,Fiction Novel,5,20625.37,103126.85
12/31/2025,Electronics,Tablet,4,40498.18,161992.72
5/7/2025,Books,Science Textbook,2,17934.14,35868.28
8/30/2025,Clothing,Jacket,1,49701.08,49701.08
9/16/2025,Electronics,Tablet,3,48886.8,146660.4
12/11/2025,Electronics,Laptop,2,21736.42,43472.84
6/26/2025,Beauty,Perfume,2,37242.18,74484.36
3/31/2025,Electronics,Headphones,5,42358.53,211792.65
11/24/2025,Clothing,T-Shirt,5,13155.82,65779.1
1/29/2025,Home & Kitchen,Mixer Grinder,1,26671.93,26671.93
1/7/2025,Electronics,Headphones,2,5255.13,10510.26
6/2/2025,Books,Science Textbook,1,47649.02,47649.02
1/28/2025,Beauty,Perfume,1,38651.22,38651.22
12/24/2025,Beauty,Perfume,5,2577.85,12889.25
1/4/2025,Clothing,Jeans,3,41728.59,125185.77
5/14/2025,Beauty,Lipstick,4,25428.17,101712.68
8/12/2025,Electronics,Smartwatch,4,9259.54,37038.16
6/4/2025,Clothing,Sneakers,4,24135.98,96543.92
12/4/2025,Clothing,Jeans,4,15022.03,60088.12
11/21/2025,Beauty,Lipstick,1,47030.21,47030.21
4/8/2025,Beauty,Hair Dryer,5,41157.21,205786.05
10/9/2025,Electronics,Laptop,3,45153.83,135461.49
12/18/2025,Clothing,T-Shirt,3,19200,57600
11/18/2025,Electronics,Laptop,5,26486.84,132434.2
7/14/2025,Electronics,Headphones,3,32213.16,96639.48
8/21/2025,Electronics,Smartwatch,3,2938.13,8814.39
8/16/2025,Beauty,Hair Dryer,1,20753.97,20753.97
9/15/2025,Clothing,T-Shirt,1,20061.35,20061.35
2/18/2025,Clothing,Jacket,1,27446.37,27446.37
10/9/2025,Beauty,Lipstick,4,8274.77,33099.08
4/5/2025,Home & Kitchen,Mixer Grinder,3,42796.74,128390.22
10/13/2025,Beauty,Face Cream,5,14612.46,73062.3
5/15/2025,Electronics,Smartwatch,3,3817.81,11453.43
8/8/2025,Books,Fiction Novel,2,29383.93,58767.86
1/3/2025,Electronics,Laptop,5,22506.76,112533.8
10/3/2025,Clothing,T-Shirt,5,21812.61,109063.05
7/18/2025,Electronics,Tablet,4,18843.81,75375.24
2/13/2025,Clothing,Jacket,3,31117.12,93351.36
4/23/2025,Books,Children's Book,3,40973.35,122920.05
2/27/2025,Electronics,Smartphone,3,21585.18,64755.54
9/7/2025,Books,Comics,5,44672.29,223361.45
1/20/2025,Home & Kitchen,Water Purifier,5,3405.55,17027.75
5/7/2025,Home & Kitchen,Vacuum Cleaner,4,32314.1,129256.4
5/21/2025,Books,Science Textbook,4,16710.98,66843.92
11/6/2025,Home & Kitchen,Water Purifier,3,45206.59,135619.77
8/26/2025,Electronics,Tablet,2,12895.26,25790.52
11/4/2025,Beauty,Perfume,2,23831.51,47663.02
6/10/2025,Electronics,Tablet,4,45491.75,181967
3/25/2025,Clothing,Jacket,4,3600.68,14402.72
5/13/2025,Beauty,Hair Dryer,3,16609.3,49827.9
6/27/2025,Beauty,Perfume,3,13752.56,41257.68
3/17/2025,Clothing,T-Shirt,1,14261.07,14261.07
7/15/2025,Clothing,Sneakers,5,36621.66,183108.3
7/25/2025,Electronics,Smartwatch,4,1472.67,5890.68
5/2/2025,Home & Kitchen,Mixer Grinder,1,17444.02,17444.02
8/1/2025,Electronics,Tablet,1,33753.05,33753.05
8/12/2025,Beauty,Shampoo,2,32049.22,64098.44
5/6/2025,Clothing,Saree,1,45871.02,45871.02
1/7/2025,Clothing,Jacket,5,35151.44,175757.2
12/19/2025,Books,Fiction Novel,4,10057.26,40229.04
4/5/2025,Beauty,Hair Dryer,1,1753.94,1753.94
9/18/2025,Beauty,Face Cream,1,30719.67,30719.67
6/17/2025,Clothing,T-Shirt,1,33081.65,33081.65
12/1/2025,Books,Children's Book,5,29030.21,145151.05
12/6/2025,Home & Kitchen,Cookware Set,2,6727.81,13455.62
3/31/2025,Home & Kitchen,Water Purifier,2,34377.31,68754.62
5/7/2025,Clothing,T-Shirt,2,16686.23,33372.46
10/24/2025,Clothing,Jeans,2,49101.52,98203.04
1/7/2025,Home & Kitchen,Vacuum Cleaner,4,45038.75,180155
9/7/2025,Beauty,Hair Dryer,1,40399.55,40399.55
5/29/2025,Home & Kitchen,Vacuum Cleaner,2,49361.35,98722.7
12/14/2025,Books,Biography,2,22888.12,45776.24
12/28/2025,Beauty,Face Cream,2,19706.46,39412.92
2/19/2025,Home & Kitchen,Mixer Grinder,2,12317.8,24635.6
11/17/2025,Books,Biography,3,34085.76,102257.28
8/10/2025,Clothing,T-Shirt,2,13515.99,27031.98
3/8/2025,Clothing,Jeans,4,44474.57,177898.28
1/8/2025,Beauty,Face Cream,2,9384.88,18769.76
11/19/2025,Electronics,Smartphone,2,28514.15,57028.3
10/18/2025,Beauty,Lipstick,4,23498.99,93995.96
2/2/2025,Books,Comics,1,37980.12,37980.12
3/27/2025,Books,Science Textbook,5,14733,73665
4/28/2025,Clothing,Jeans,2,4848.72,9697.44
4/8/2025,Home & Kitchen,Cookware Set,5,16676.27,83381.35
11/25/2025,Electronics,Tablet,3,43566.89,130700.67
6/16/2025,Beauty,Lipstick,2,2700.76,5401.52
4/25/2025,Electronics,Tablet,4,551.41,2205.64
1/4/2025,Beauty,Lipstick,3,11704.11,35112.33
1/18/2025,Beauty,Perfume,4,20799.42,83197.68
8/14/2025,Home & Kitchen,Cookware Set,4,32912.37,131649.48
5/21/2025,Books,Fiction Novel,2,47442.81,94885.62
6/8/2025,Home & Kitchen,Air Fryer,5,47282.08,236410.4
12/24/2025,Electronics,Laptop,5,26498.96,132494.8
5/11/2025,Clothing,Jeans,4,5344.7,21378.8
9/14/2025,Books,Comics,3,20697.21,62091.63
1/26/2025,Home & Kitchen,Cookware Set,1,7768.21,7768.21
6/30/2025,Books,Biography,1,43083.81,43083.81
8/26/2025,Electronics,Laptop,2,46580.13,93160.26
3/26/2025,Electronics,Tablet,5,27466.29,137331.45
12/22/2025,Electronics,Laptop,1,20708.86,20708.86
3/16/2025,Clothing,Sneakers,4,10361.07,41444.28
3/4/2025,Beauty,Perfume,4,16811.25,67245
9/3/2025,Clothing,Jeans,3,33031.04,99093.12
1/22/2025,Home & Kitchen,Air Fryer,5,34169.79,170848.95
1/29/2025,Electronics,Smartwatch,2,15904.81,31809.62
2/2/2025,Electronics,Smartwatch,4,15504.82,62019.28
2/3/2025,Books,Children's Book,1,1364.14,1364.14
7/2/2025,Books,Fiction Novel,2,38870.03,77740.06
2/20/2025,Books,Fiction Novel,1,38721.34,38721.34
4/3/2025,Home & Kitchen,Air Fryer,3,13254.84,39764.52
5/8/2025,Beauty,Face Cream,4,38342.55,153370.2
7/30/2025,Books,Biography,2,34440.29,68880.58
8/21/2025,Clothing,Saree,4,24253.39,97013.56
11/25/2025,Books,Children's Book,2,22604.61,45209.22
9/4/2025,Beauty,Face Cream,1,38547.88,38547.88
4/12/2025,Electronics,Tablet,4,1100.5,4402
8/15/2025,Beauty,Lipstick,4,7807.32,31229.28
4/24/2025,Electronics,Laptop,4,3468.28,13873.12
12/11/2025,Beauty,Perfume,1,35006.27,35006.27
12/30/2025,Beauty,Lipstick,5,49398.8,246994
2/25/2025,Electronics,Laptop,2,14129.04,28258.08
9/24/2025,Home & Kitchen,Mixer Grinder,3,8635.11,25905.33
3/17/2025,Electronics,Headphones,2,15436.13,30872.26
6/28/2025,Beauty,Hair Dryer,5,6522,32610
12/3/2025,Electronics,Headphones,5,15309.08,76545.4
8/15/2025,Home & Kitchen,Cookware Set,5,12496.36,62481.8
7/22/2025,Beauty,Face Cream,3,30100.7,90302.1
5/1/2025,Books,Fiction Novel,4,44224.01,176896.04
10/28/2025,Clothing,Sneakers,1,49474.14,49474.14
6/10/2025,Beauty,Face Cream,1,18383.77,18383.77
3/29/2025,Electronics,Laptop,4,42543.29,170173.16
6/29/2025,Beauty,Face Cream,5,13699.02,68495.1
8/2/2025,Books,Children's Book,1,23716.54,23716.54
10/5/2025,Electronics,Headphones,4,12189.61,48758.44
10/22/2025,Home & Kitchen,Mixer Grinder,3,38016.91,114050.73
6/8/2025,Clothing,Saree,3,11543.84,34631.52
4/30/2025,Electronics,Smartphone,2,45774.49,91548.98
12/18/2025,Clothing,Jeans,1,4790.14,4790.14
4/15/2025,Home & Kitchen,Vacuum Cleaner,4,44212.39,176849.56
4/26/2025,Books,Fiction Novel,1,12105.04,12105.04
7/24/2025,Books,Biography,1,8209.21,8209.21
12/26/2025,Home & Kitchen,Mixer Grinder,5,10646.76,53233.8
7/20/2025,Electronics,Headphones,1,19283.81,19283.81
5/24/2025,Clothing,Saree,4,10901.08,43604.32
5/5/2025,Home & Kitchen,Vacuum Cleaner,3,14646.3,43938.9
4/27/2025,Clothing,Jeans,3,17297.72,51893.16
11/4/2025,Electronics,Smartwatch,1,24866.06,24866.06
2/25/2025,Books,Fiction Novel,1,713.64,713.64
12/10/2025,Electronics,Smartwatch,4,6396.21,25584.84
4/26/2025,Electronics,Smartwatch,5,3157.35,15786.75
5/23/2025,Clothing,T-Shirt,1,31134.87,31134.87
11/5/2025,Books,Biography,1,28783.44,28783.44
7/20/2025,Books,Comics,2,33650.77,67301.54
9/24/2025,Electronics,Tablet,4,1968.58,7874.32
8/23/2025,Books,Science Textbook,2,12136.73,24273.46
11/23/2025,Clothing,Jacket,1,16793.21,16793.21
11/12/2025,Books,Comics,4,7751.5,31006
8/30/2025,Beauty,Shampoo,4,27429.15,109716.6
1/1/2025,Home & Kitchen,Water Purifier,2,30227.67,60455.34
10/16/2025,Clothing,Jeans,5,16863.53,84317.65
7/25/2025,Home & Kitchen,Water Purifier,5,38126.7,190633.5
9/26/2025,Books,Children's Book,3,609.41,1828.23
7/1/2025,Home & Kitchen,Cookware Set,5,27135.79,135678.95
6/4/2025,Electronics,Headphones,5,10657.75,53288.75
5/22/2025,Home & Kitchen,Cookware Set,3,16552.68,49658.04
4/12/2025,Clothing,Jacket,4,1603.89,6415.56
11/27/2025,Books,Fiction Novel,4,29900.02,119600.08
6/17/2025,Books,Science Textbook,4,2776.92,11107.68
10/14/2025,Electronics,Tablet,2,46075.1,92150.2
7/5/2025,Home & Kitchen,Cookware Set,2,14115.77,28231.54
3/22/2025,Clothing,Sneakers,5,17874.61,89373.05
3/24/2025,Clothing,Saree,2,43759.64,87519.28
2/20/2025,Books,Children's Book,5,39657.57,198287.85
4/4/2025,Clothing,Sneakers,5,1817.02,9085.1
5/23/2025,Home & Kitchen,Mixer Grinder,3,25586.1,76758.3
6/16/2025,Books,Biography,5,26204.26,131021.3
1/4/2025,Books,Children's Book,3,8579.27,25737.81
10/28/2025,Clothing,Jacket,2,38093.17,76186.34
6/13/2025,Home & Kitchen,Cookware Set,5,40959.31,204796.55
11/13/2025,Electronics,Smartwatch,1,12514.69,12514.69
8/30/2025,Beauty,Perfume,1,4990.6,4990.6
10/7/2025,Books,Fiction Novel,1,26670.64,26670.64
1/26/2025,Books,Fiction Novel,5,42496.71,212483.55
8/26/2025,Home & Kitchen,Water Purifier,4,25623.35,102493.4
5/6/2025,Clothing,Jeans,1,47835.23,47835.23
2/19/2025,Clothing,Jeans,3,38934,116802
1/17/2025,Books,Biography,1,41039.88,41039.88
2/6/2025,Books,Comics,4,17783.13,71132.52
10/16/2025,Home & Kitchen,Air Fryer,3,13156.39,39469.17
1/16/2025,Beauty,Face Cream,3,8695.58,26086.74
6/3/2025,Books,Comics,4,28291.97,113167.88
2/8/2025,Clothing,Jeans,3,40747.84,122243.52
1/20/2025,Electronics,Smartwatch,3,40195.04,120585.12
1/10/2025,Beauty,Face Cream,3,32134.65,96403.95
3/7/2025,Electronics,Headphones,4,30911.65,123646.6
10/31/2025,Clothing,T-Shirt,1,8149.14,8149.14
2/26/2025,Books,Comics,5,22557.35,112786.75
7/30/2025,Home & Kitchen,Vacuum Cleaner,3,3711.91,11135.73
11/7/2025,Clothing,Sneakers,1,41305.05,41305.05
11/22/2025,Home & Kitchen,Mixer Grinder,2,48746.58,97493.16
6/30/2025,Books,Fiction Novel,5,5241.05,26205.25
12/10/2025,Books,Fiction Novel,4,6902.69,27610.76
1/31/2025,Books,Biography,5,46895.97,234479.85
1/12/2025,Books,Science Textbook,2,31892.04,63784.08
5/25/2025,Clothing,Jeans,1,16196.77,16196.77
8/17/2025,Clothing,Sneakers,5,23526.29,117631.45
10/9/2025,Beauty,Shampoo,1,48825.72,48825.72
12/11/2025,Beauty,Perfume,1,38264.83,38264.83
11/14/2025,Clothing,T-Shirt,5,37841.58,189207.9
9/9/2025,Clothing,Jacket,3,32216.28,96648.84
7/3/2025,Home & Kitchen,Vacuum Cleaner,4,8893.02,35572.08
10/27/2025,Clothing,T-Shirt,4,28569.99,114279.96
6/15/2025,Home & Kitchen,Mixer Grinder,5,36532.74,182663.7
11/8/2025,Home & Kitchen,Air Fryer,5,37194.24,185971.2
2/7/2025,Books,Comics,4,40003.43,160013.72
11/7/2025,Beauty,Lipstick,5,38692.67,193463.35
2/28/2025,Books,Fiction Novel,2,43687.78,87375.56
4/11/2025,Beauty,Lipstick,2,5936.26,11872.52
8/19/2025,Home & Kitchen,Vacuum Cleaner,3,45173.24,135519.72
7/10/2025,Books,Comics,5,5052.67,25263.35
1/11/2025,Electronics,Headphones,2,16092.07,32184.14
4/20/2025,Electronics,Laptop,1,39094.04,39094.04
5/6/2025,Home & Kitchen,Vacuum Cleaner,2,46621.06,93242.12
10/21/2025,Electronics,Headphones,1,24476.78,24476.78
6/5/2025,Clothing,T-Shirt,4,3724.45,14897.8
11/2/2025,Electronics,Laptop,3,5682.43,17047.29
1/19/2025,Electronics,Laptop,5,9917.52,49587.6
9/8/2025,Beauty,Perfume,1,3740.12,3740.12
1/14/2025,Beauty,Lipstick,5,6804.25,34021.25
9/26/2025,Electronics,Laptop,1,48893.42,48893.42
9/10/2025,Clothing,Sneakers,1,36655.52,36655.52
4/6/2025,Beauty,Hair Dryer,5,11402.32,57011.6
2/13/2025,Electronics,Tablet,1,40471.86,40471.86
8/26/2025,Electronics,Tablet,5,9508.6,47543
8/13/2025,Beauty,Shampoo,5,16610.5,83052.5
5/13/2025,Electronics,Smartwatch,4,35778.17,143112.68
6/21/2025,Home & Kitchen,Air Fryer,3,10873.96,32621.88
9/16/2025,Electronics,Laptop,2,46281.94,92563.88
6/12/2025,Home & Kitchen,Vacuum Cleaner,5,13783.14,68915.7
12/24/2025,Beauty,Lipstick,1,40153,40153
3/15/2025,Electronics,Headphones,4,46144.03,184576.12
2/4/2025,Home & Kitchen,Air Fryer,3,16184.23,48552.69
5/11/2025,Clothing,Jacket,3,5139.56,15418.68
12/2/2025,Clothing,Jacket,2,9915.13,19830.26
3/16/2025,Clothing,Saree,1,34021.93,34021.93
6/27/2025,Electronics,Headphones,5,12872.57,64362.85
6/18/2025,Home & Kitchen,Cookware Set,2,12080.42,24160.84
4/13/2025,Clothing,Saree,4,17662.94,70651.76
7/9/2025,Electronics,Tablet,1,13531.99,13531.99
10/15/2025,Beauty,Lipstick,5,42254.96,211274.8
5/29/2025,Books,Biography,2,29705.1,59410.2
2/3/2025,Books,Biography,1,29618.75,29618.75
3/24/2025,Beauty,Hair Dryer,2,22636.06,45272.12
2/11/2025,Electronics,Smartwatch,1,2266.65,2266.65
10/6/2025,Electronics,Headphones,1,14627.31,14627.31
1/2/2025,Books,Fiction Novel,3,6956.8,20870.4
12/14/2025,Books,Children's Book,1,31496.49,31496.49
8/20/2025,Books,Biography,5,47276.5,236382.5
2/3/2025,Beauty,Shampoo,4,43461.1,173844.4
10/4/2025,Home & Kitchen,Water Purifier,3,43719.99,131159.97
9/17/2025,Home & Kitchen,Vacuum Cleaner,1,45090.92,45090.92
6/11/2025,Clothing,Saree,4,28038.67,112154.68
5/2/2025,Clothing,Jacket,4,21195.18,84780.72
4/19/2025,Home & Kitchen,Vacuum Cleaner,1,34821.38,34821.38
7/9/2025,Beauty,Hair Dryer,1,27729.2,27729.2
9/9/2025,Home & Kitchen,Water Purifier,3,20952.61,62857.83
4/4/2025,Home & Kitchen,Air Fryer,5,49287.1,246435.5
9/29/2025,Home & Kitchen,Cookware Set,2,18106.33,36212.66
7/21/2025,Home & Kitchen,Cookware Set,3,4288.04,12864.12
2/3/2025,Books,Children's Book,1,25436.13,25436.13
2/28/2025,Home & Kitchen,Water Purifier,4,13082.64,52330.56
7/11/2025,Clothing,T-Shirt,4,46961.94,187847.76
4/25/2025,Electronics,Smartphone,4,4939.22,19756.88
4/29/2025,Beauty,Lipstick,5,688.01,3440.05
10/13/2025,Books,Biography,3,29954.32,89862.96
11/9/2025,Beauty,Lipstick,5,48547.01,242735.05
8/8/2025,Home & Kitchen,Air Fryer,1,9836.77,9836.77
6/14/2025,Electronics,Smartphone,3,9396.99,28190.97
9/2/2025,Books,Comics,2,10169.56,20339.12
10/30/2025,Home & Kitchen,Cookware Set,5,41234.29,206171.45
3/20/2025,Beauty,Shampoo,2,23549.44,47098.88
12/17/2025,Beauty,Shampoo,1,14990.32,14990.32
5/1/2025,Books,Children's Book,5,27184.05,135920.25
3/24/2025,Home & Kitchen,Air Fryer,3,7612.77,22838.31
9/26/2025,Electronics,Smartphone,1,36810.22,36810.22
11/30/2025,Home & Kitchen,Cookware Set,1,36649.15,36649.15
10/15/2025,Books,Biography,4,12455.02,49820.08
1/24/2025,Home & Kitchen,Cookware Set,4,48834.34,195337.36
4/28/2025,Beauty,Hair Dryer,1,34584.1,34584.1
9/25/2025,Books,Science Textbook,4,11520.29,46081.16
7/15/2025,Clothing,Jacket,3,21601.22,64803.66
3/27/2025,Clothing,T-Shirt,5,2205.69,11028.45
8/1/2025,Home & Kitchen,Water Purifier,3,762.17,2286.51
1/25/2025,Beauty,Perfume,3,45163.45,135490.35
9/22/2025,Home & Kitchen,Mixer Grinder,4,39484.94,157939.76
4/29/2025,Books,Science Textbook,3,39759.87,119279.61
1/31/2025,Beauty,Hair Dryer,3,15554.2,46662.6
4/14/2025,Books,Children's Book,4,13867.69,55470.76
5/16/2025,Books,Biography,5,21062.18,105310.9
5/2/2025,Electronics,Laptop,5,34622.48,173112.4
9/20/2025,Home & Kitchen,Cookware Set,4,43398.81,173595.24
4/7/2025,Books,Fiction Novel,4,32213.48,128853.92
2/15/2025,Clothing,Jeans,2,24319.06,48638.12
3/19/2025,Home & Kitchen,Water Purifier,1,39388.34,39388.34
4/17/2025,Home & Kitchen,Air Fryer,3,26010.47,78031.41
1/3/2025,Beauty,Perfume,5,25781.88,128909.4
5/8/2025,Clothing,T-Shirt,4,314.61,1258.44
6/23/2025,Books,Comics,3,28918.45,86755.35
1/17/2025,Beauty,Perfume,2,44833.48,89666.96
8/19/2025,Clothing,Sneakers,5,38791.5,193957.5
2/20/2025,Clothing,T-Shirt,2,8328.24,16656.48
12/23/2025,Books,Fiction Novel,3,30716.25,92148.75
11/13/2025,Home & Kitchen,Air Fryer,4,12660.98,50643.92
3/1/2025,Beauty,Hair Dryer,1,43427.95,43427.95
5/16/2025,Beauty,Face Cream,4,34955.67,139822.68
10/17/2025,Electronics,Smartphone,3,23249.58,69748.74
3/5/2025,Books,Fiction Novel,5,8688.94,43444.7
2/3/2025,Clothing,Saree,5,20874.94,104374.7
4/23/2025,Electronics,Headphones,3,40896.1,122688.3
6/4/2025,Home & Kitchen,Air Fryer,1,7208.93,7208.93
10/10/2025,Beauty,Hair Dryer,2,47654.06,95308.12
12/30/2025,Clothing,Jacket,1,10590.04,10590.04
2/21/2025,Books,Children's Book,5,31777.92,158889.6
10/20/2025,Clothing,Saree,2,21881.45,43762.9
3/25/2025,Electronics,Laptop,1,10455.68,10455.68
11/20/2025,Electronics,Smartphone,3,46608.16,139824.48
4/12/2025,Clothing,Jeans,1,10740.31,10740.31
1/23/2025,Clothing,Sneakers,5,10002.36,50011.8
1/4/2025,Clothing,Saree,3,41917.39,125752.17
12/24/2025,Home & Kitchen,Mixer Grinder,3,1465.83,4397.49
1/19/2025,Electronics,Tablet,5,1210.13,6050.65
2/5/2025,Electronics,Smartphone,3,32408.02,97224.06
1/11/2025,Clothing,Sneakers,3,3373.46,10120.38
9/11/2025,Electronics,Headphones,1,30341.19,30341.19
4/25/2025,Electronics,Laptop,3,11261.66,33784.98
11/27/2025,Books,Science Textbook,5,6882.46,34412.3
3/27/2025,Books,Children's Book,2,14010.83,28021.66
10/20/2025,Beauty,Face Cream,5,38188.32,190941.6
12/26/2025,Beauty,Shampoo,2,472.11,944.22
1/7/2025,Beauty,Lipstick,5,37596.34,187981.7
12/9/2025,Electronics,Smartwatch,3,45124.55,135373.65
4/23/2025,Beauty,Perfume,4,37225.61,148902.44
2/25/2025,Beauty,Lipstick,3,21883.31,65649.93
4/4/2025,Electronics,Headphones,5,257.57,1287.85
4/25/2025,Books,Science Textbook,2,48044.74,96089.48
10/31/2025,Home & Kitchen,Vacuum Cleaner,4,21347.11,85388.44
11/10/2025,Home & Kitchen,Water Purifier,1,46612.38,46612.38
6/19/2025,Home & Kitchen,Vacuum Cleaner,4,42562.08,170248.32
9/27/2025,Clothing,Jeans,1,829.78,829.78
6/17/2025,Clothing,Saree,3,40341.42,121024.26
4/11/2025,Books,Comics,2,43620.13,87240.26
8/10/2025,Electronics,Smartphone,1,382.86,382.86
7/12/2025,Electronics,Laptop,4,41584.31,166337.24
11/7/2025,Electronics,Smartwatch,5,20450.88,102254.4
9/14/2025,Books,Children's Book,5,11850.89,59254.45
2/13/2025,Beauty,Perfume,2,40292.66,80585.32
2/5/2025,Electronics,Headphones,4,29760.6,119042.4
6/7/2025,Electronics,Smartphone,1,4051.32,4051.32
12/14/2025,Clothing,Sneakers,3,24613.75,73841.25
3/28/2025,Electronics,Laptop,1,40448.47,40448.47
9/3/2025,Beauty,Hair Dryer,5,42904.66,214523.3
7/4/2025,Home & Kitchen,Mixer Grinder,5,35291.86,176459.3
1/19/2025,Clothing,Jeans,2,35192.89,70385.78
9/24/2025,Clothing,Jacket,5,47956.16,239780.8
6/9/2025,Books,Fiction Novel,2,13773.74,27547.48
12/23/2025,Electronics,Tablet,3,38546.14,115638.42
12/5/2025,Home & Kitchen,Air Fryer,2,1352.69,2705.38
11/27/2025,Electronics,Headphones,4,23645.32,94581.28
9/6/2025,Beauty,Face Cream,1,26197.35,26197.35
5/18/2025,Beauty,Hair Dryer,3,32006.4,96019.2
11/30/2025,Books,Fiction Novel,3,43447.48,130342.44
6/24/2025,Electronics,Laptop,1,25678.78,25678.78
9/19/2025,Electronics,Headphones,1,23870.29,23870.29
11/19/2025,Electronics,Tablet,3,15195.13,45585.39
11/6/2025,Home & Kitchen,Cookware Set,3,16268.05,48804.15
1/2/2025,Clothing,T-Shirt,3,40843.47,122530.41
9/9/2025,Books,Science Textbook,2,42424.61,84849.22
2/21/2025,Beauty,Face Cream,1,19579.85,19579.85
5/8/2025,Clothing,Jeans,2,10712.67,21425.34
12/26/2025,Beauty,Lipstick,3,10546.59,31639.77
2/11/2025,Beauty,Shampoo,3,44136.61,132409.83
3/27/2025,Home & Kitchen,Vacuum Cleaner,5,45419.51,227097.55
11/2/2025,Books,Biography,2,28692.9,57385.8
6/30/2025,Clothing,Saree,1,402.91,402.91
4/13/2025,Books,Fiction Novel,4,37922.37,151689.48
3/29/2025,Home & Kitchen,Cookware Set,2,3285.98,6571.96
6/13/2025,Clothing,Sneakers,5,16709.26,83546.3
8/17/2025,Home & Kitchen,Water Purifier,4,6283.61,25134.44
11/6/2025,Home & Kitchen,Air Fryer,5,32678.7,163393.5
