date,gender,category,product_name,sales,quantity,discount,profit,shipping_cost
4/9/2018,Female,Home & Furniture,Umbrellas,70,3,0.4,23.3,2.3
6/14/2018,Female,Home & Furniture,Dinner Crockery,133,1,0.3,46.4,4.6
5/1/2018,Male,Home & Furniture,Sofa Covers,216,3,0.3,116.6,11.7
4/30/2018,Female,Home & Furniture,Bed Sheets,211,1,0.3,124.7,12.5
10/30/2018,Female,Home & Furniture,Curtains,34,1,0.4,17,1.7
2/11/2018,Female,Home & Furniture,Towels,228,3,0.3,127.5,12.7
4/24/2018,Female,Home & Furniture,Sofas,67,1,0.3,33.5,3.4
7/17/2018,Female,Home & Furniture,Beds,78,3,0.2,26,2.6
9/16/2018,Female,Home & Furniture,Dinning Tables,119,4,0.2,29.5,2.9
8/23/2018,Male,Home & Furniture,Shoe Rack,124,1,0.2,41.5,4.2
3/20/2018,Female,Home & Furniture,Umbrellas,70,5,0.2,14,1.4
12/10/2018,Female,Home & Furniture,Dinner Crockery,133,4,0.2,42.4,4.2
4/29/2018,Female,Home & Furniture,Sofa Covers,216,4,0.2,118.7,11.9
12/14/2018,Female,Home & Furniture,Bed Sheets,211,3,0.2,124.7,12.5
6/5/2018,Female,Home & Furniture,Curtains,34,4,0.3,8.5,0.9
12/23/2018,Male,Home & Furniture,Towels,228,1,0.3,141.2,14.1
12/8/2018,Female,Home & Furniture,Sofas,67,4,0.3,16.8,1.7
12/12/2018,Female,Home & Furniture,Beds,78,1,0.3,78,7.8
3/18/2018,Female,Home & Furniture,Dinning Tables,119,3,0.2,35.4,3.5
1/16/2018,Female,Home & Furniture,Shoe Rack,124,4,0.4,24.2,2.4
1/6/2018,Female,Home & Furniture,Umbrellas,70,3,0.3,23.3,2.3
9/12/2018,Female,Home & Furniture,Dinner Crockery,133,1,0.4,47.7,4.8
5/11/2018,Female,Home & Furniture,Sofa Covers,216,1,0.4,118.7,11.9
10/24/2018,Female,Home & Furniture,Bed Sheets,211,1,0.2,126.8,12.7
10/20/2018,Female,Home & Furniture,Curtains,34,3,0.2,11.3,1.1
11/7/2018,Male,Home & Furniture,Towels,228,3,0.4,120.6,12.1
9/26/2018,Female,Home & Furniture,Sofas,67,4,0.3,16.8,1.7
12/24/2018,Male,Home & Furniture,Beds,78,1,0.2,78,7.8
9/16/2018,Male,Home & Furniture,Dinning Tables,119,1,0.2,36.6,3.7
8/12/2018,Female,Home & Furniture,Shoe Rack,124,1,0.3,40.3,4
10/17/2018,Female,Home & Furniture,Umbrellas,70,3,0.2,23.3,2.3
10/16/2018,Male,Home & Furniture,Dinner Crockery,133,1,0.3,49,4.9
11/11/2018,Female,Home & Furniture,Sofa Covers,216,1,0.2,131.7,13.2
3/1/2018,Female,Home & Furniture,Bed Sheets,211,1,0.2,128.9,12.9
7/2/2018,Female,Home & Furniture,Curtains,34,1,0.2,17,1.7
11/9/2018,Female,Home & Furniture,Towels,228,1,0.3,125.2,12.5
1/29/2018,Male,Home & Furniture,Sofas,67,1,0.3,33.5,3.4
12/18/2018,Female,Home & Furniture,Beds,78,3,0.4,26,2.6
9/25/2018,Female,Home & Furniture,Dinning Tables,119,3,0.3,21.2,2.1
9/3/2018,Female,Home & Furniture,Shoe Rack,124,3,0.2,36.6,3.7
9/25/2018,Female,Home & Furniture,Umbrellas,70,1,0.3,35,3.5
11/18/2018,Female,Home & Furniture,Dinner Crockery,133,3,0.4,37,3.7
5/9/2018,Female,Home & Furniture,Sofa Covers,216,3,0.2,123,12.3
7/23/2018,Female,Home & Furniture,Bed Sheets,211,1,0.4,114.1,11.4
10/21/2018,Female,Home & Furniture,Curtains,34,3,0.4,11.3,1.1
8/15/2018,Female,Home & Furniture,Towels,228,1,0.4,138.9,13.9
5/8/2018,Female,Home & Furniture,Sofas,67,1,0.3,67,6.7
7/11/2018,Female,Home & Furniture,Beds,78,1,0.3,78,7.8
7/4/2018,Female,Home & Furniture,Dinning Tables,119,4,0.3,15.2,1.5
7/29/2018,Female,Home & Furniture,Shoe Rack,124,1,0.4,39,3.9
11/6/2018,Female,Home & Furniture,Umbrellas,70,1,0.3,70,7
8/13/2018,Female,Home & Furniture,Dinner Crockery,133,1,0.4,42.4,4.2
7/22/2018,Male,Home & Furniture,Sofa Covers,216,3,0.2,123,12.3
9/19/2018,Female,Home & Furniture,Bed Sheets,211,1,0.3,120.5,12
11/22/2018,Female,Home & Furniture,Curtains,34,1,0.2,34,3.4
3/4/2018,Female,Home & Furniture,Towels,228,1,0.2,143.4,14.3
9/8/2018,Female,Home & Furniture,Sofas,67,4,0.3,16.8,1.7
6/10/2018,Male,Home & Furniture,Beds,78,5,0.2,15.6,1.6
10/16/2018,Male,Home & Furniture,Dinning Tables,119,1,0.2,34.2,3.4
6/30/2018,Female,Home & Furniture,Shoe Rack,124,1,0.2,41.5,4.2
7/26/2018,Female,Home & Furniture,Umbrellas,70,3,0.2,23.3,2.3
12/10/2018,Female,Home & Furniture,Dinner Crockery,133,5,0.2,46.4,4.6
7/19/2018,Female,Home & Furniture,Sofa Covers,216,3,0.2,129.5,13
3/8/2018,Female,Home & Furniture,Bed Sheets,211,3,0.3,99.4,9.9
2/4/2018,Male,Home & Furniture,Curtains,34,1,0.3,34,3.4
2/9/2018,Male,Home & Furniture,Towels,228,1,0.2,145.7,14.6
8/5/2018,Female,Home & Furniture,Sofas,67,1,0.4,33.5,3.4
1/21/2018,Male,Home & Furniture,Beds,78,4,0.3,19.5,2
11/23/2018,Female,Home & Furniture,Dinning Tables,119,1,0.3,27.1,2.7
7/8/2018,Female,Home & Furniture,Shoe Rack,124,1,0.3,40.3,4
4/29/2018,Male,Home & Furniture,Umbrellas,70,3,0.3,23.3,2.3
8/19/2018,Female,Home & Furniture,Dinner Crockery,133,3,0.2,45,4.5
10/4/2018,Female,Home & Furniture,Sofa Covers,216,1,0.3,129.5,13
11/24/2018,Female,Home & Furniture,Bed Sheets,211,3,0.3,99.4,9.9
5/13/2018,Female,Home & Furniture,Curtains,34,5,0.3,6.8,0.7
10/23/2018,Female,Home & Furniture,Towels,228,3,0.2,141.2,14.1
5/9/2018,Female,Home & Furniture,Sofas,67,4,0.4,16.8,1.7
5/15/2018,Female,Home & Furniture,Beds,78,1,0.3,78,7.8
7/10/2018,Female,Home & Furniture,Dinning Tables,119,3,0.3,28.3,2.8
10/2/2018,Female,Home & Furniture,Shoe Rack,124,3,0.3,32.8,3.3
7/24/2018,Female,Home & Furniture,Umbrellas,70,1,0.3,70,7
4/20/2018,Male,Home & Furniture,Dinner Crockery,133,1,0.2,47.7,4.8
4/27/2018,Male,Home & Furniture,Sofa Covers,216,1,0.4,127.4,12.7
6/4/2018,Female,Home & Furniture,Bed Sheets,211,5,0.3,78.3,7.8
12/30/2018,Female,Home & Furniture,Curtains,34,3,0.2,11.3,1.1
11/19/2018,Female,Home & Furniture,Towels,228,1,0.3,125.2,12.5
12/1/2018,Female,Home & Furniture,Sofas,67,1,0.2,33.5,3.4
8/5/2018,Female,Home & Furniture,Beds,78,3,0.3,26,2.6
7/25/2018,Female,Home & Furniture,Dinning Tables,119,1,0.2,34.2,3.4
8/1/2018,Female,Home & Furniture,Shoe Rack,124,4,0.2,39,3.9
9/13/2018,Male,Home & Furniture,Umbrellas,70,5,0.2,14,1.4
7/10/2018,Male,Home & Furniture,Dinner Crockery,133,1,0.2,51.7,5.2
9/29/2018,Male,Home & Furniture,Sofa Covers,216,1,0.2,127.4,12.7
1/19/2018,Female,Home & Furniture,Bed Sheets,211,1,0.3,118.3,11.8
3/6/2018,Female,Home & Furniture,Curtains,34,1,0.3,34,3.4
12/29/2018,Male,Home & Furniture,Towels,228,4,0.3,102.4,10.2
5/8/2018,Female,Home & Furniture,Sofas,67,1,0.3,33.5,3.4
10/7/2018,Female,Home & Furniture,Beds,78,1,0.3,39,3.9
9/17/2018,Female,Home & Furniture,Dinning Tables,119,1,0.3,31.9,3.2
9/13/2018,Female,Home & Furniture,Shoe Rack,124,3,0.3,32.8,3.3
5/17/2018,Female,Home & Furniture,Umbrellas,70,4,0.4,17.5,1.8
9/3/2018,Female,Home & Furniture,Dinner Crockery,133,1,0.3,46.4,4.6
12/7/2018,Female,Home & Furniture,Sofa Covers,216,4,0.2,118.7,11.9
1/6/2018,Female,Home & Furniture,Bed Sheets,211,1,0.4,122.6,12.3
5/18/2018,Female,Home & Furniture,Curtains,34,1,0.3,17,1.7
9/19/2018,Female,Home & Furniture,Towels,228,4,0.2,129.8,13
8/10/2018,Male,Home & Furniture,Sofas,67,1,0.3,67,6.7
12/9/2018,Female,Home & Furniture,Beds,78,1,0.4,39,3.9
9/24/2018,Female,Home & Furniture,Dinning Tables,119,1,0.4,29.5,2.9
12/30/2018,Female,Home & Furniture,Shoe Rack,124,5,0.3,13,1.3
12/27/2018,Female,Home & Furniture,Umbrellas,70,5,0.4,14,1.4
2/25/2018,Female,Home & Furniture,Dinner Crockery,133,5,0.3,19.8,2
9/24/2018,Female,Home & Furniture,Sofa Covers,216,1,0.2,131.7,13.2
11/15/2018,Female,Home & Furniture,Bed Sheets,211,1,0.2,122.6,12.3
6/26/2018,Female,Home & Furniture,Curtains,34,4,0.4,8.5,0.9
10/30/2018,Male,Home & Furniture,Towels,228,3,0.3,113.8,11.4
5/17/2018,Female,Home & Furniture,Sofas,67,4,0.4,16.8,1.7
3/25/2018,Female,Home & Furniture,Beds,78,1,0.2,78,7.8
3/14/2018,Female,Home & Furniture,Dinning Tables,119,5,0.3,21.2,2.1
10/17/2018,Female,Home & Furniture,Shoe Rack,124,4,0.3,19.2,1.9
11/1/2018,Male,Home & Furniture,Umbrellas,70,1,0.2,35,3.5
11/27/2018,Female,Home & Furniture,Dinner Crockery,133,5,0.2,39.7,4
8/21/2018,Male,Home & Furniture,Sofa Covers,216,1,0.2,133.8,13.4
4/8/2018,Female,Home & Furniture,Bed Sheets,211,1,0.3,124.7,12.5
5/8/2018,Female,Home & Furniture,Curtains,34,4,0.3,8.5,0.9
11/3/2018,Male,Home & Furniture,Towels,228,1,0.4,138.9,13.9
8/25/2018,Male,Home & Furniture,Sofas,67,5,0.3,13.4,1.3
12/17/2018,Female,Home & Furniture,Beds,78,3,0.3,26,2.6
9/9/2018,Female,Home & Furniture,Dinning Tables,119,4,0.2,34.2,3.4
5/5/2018,Male,Home & Furniture,Shoe Rack,124,1,0.4,39,3.9
10/12/2018,Male,Home & Furniture,Umbrellas,70,1,0.2,70,7
11/12/2018,Female,Home & Furniture,Dinner Crockery,133,5,0.2,39.7,4
4/30/2018,Female,Home & Furniture,Sofa Covers,216,1,0.4,118.7,11.9
3/26/2018,Female,Home & Furniture,Bed Sheets,211,3,0.4,105.7,10.6
10/8/2018,Female,Home & Furniture,Curtains,34,1,0.3,17,1.7
5/1/2018,Female,Home & Furniture,Towels,228,4,0.4,111.5,11.2
10/19/2018,Female,Home & Furniture,Sofas,67,1,0.2,33.5,3.4
8/26/2018,Female,Home & Furniture,Beds,78,1,0.4,78,7.8
6/11/2018,Female,Home & Furniture,Dinning Tables,119,3,0.3,28.3,2.8
7/12/2018,Female,Home & Furniture,Shoe Rack,124,4,0.4,24.2,2.4
4/23/2018,Female,Home & Furniture,Umbrellas,70,4,0.3,17.5,1.8
12/2/2018,Female,Home & Furniture,Dinner Crockery,133,3,0.4,37,3.7
10/22/2018,Male,Home & Furniture,Sofa Covers,216,1,0.2,127.4,12.7
7/20/2018,Male,Home & Furniture,Bed Sheets,211,5,0.2,109.9,11
4/25/2018,Female,Home & Furniture,Curtains,34,4,0.3,8.5,0.9
10/9/2018,Female,Home & Furniture,Towels,228,4,0.3,102.4,10.2
4/19/2018,Male,Home & Furniture,Sofas,67,5,0.3,13.4,1.3
10/21/2018,Female,Home & Furniture,Beds,78,4,0.2,19.5,2
12/28/2018,Female,Home & Furniture,Dinning Tables,119,5,0.3,9.3,0.9
10/4/2018,Female,Home & Furniture,Shoe Rack,124,4,0.4,24.2,2.4
10/26/2018,Male,Home & Furniture,Umbrellas,70,3,0.3,23.3,2.3
8/12/2018,Female,Home & Furniture,Dinner Crockery,133,3,0.2,49,4.9
9/19/2018,Female,Home & Furniture,Sofa Covers,216,3,0.2,129.5,13
12/28/2018,Female,Home & Furniture,Bed Sheets,211,4,0.3,88.8,8.9
11/9/2018,Male,Home & Furniture,Curtains,34,3,0.4,11.3,1.1
5/19/2018,Female,Home & Furniture,Towels,228,4,0.2,138.9,13.9
10/13/2018,Male,Home & Furniture,Sofas,67,3,0.3,22.3,2.2
9/22/2018,Male,Home & Furniture,Beds,78,5,0.3,15.6,1.6
8/21/2018,Female,Home & Furniture,Dinning Tables,119,1,0.2,36.6,3.7
9/6/2018,Female,Home & Furniture,Shoe Rack,124,1,0.3,36.6,3.7
3/22/2018,Female,Home & Furniture,Umbrellas,70,5,0.2,14,1.4
11/3/2018,Female,Home & Furniture,Dinner Crockery,133,1,0.4,42.4,4.2
1/28/2018,Male,Home & Furniture,Sofa Covers,216,1,0.2,127.4,12.7
3/16/2018,Female,Home & Furniture,Bed Sheets,211,1,0.2,126.8,12.7
2/5/2018,Male,Home & Furniture,Curtains,34,5,0.4,6.8,0.7
9/3/2018,Female,Home & Furniture,Towels,228,4,0.3,102.4,10.2
3/18/2018,Female,Home & Furniture,Sofas,67,3,0.4,22.3,2.2
6/3/2018,Female,Home & Furniture,Beds,78,5,0.2,15.6,1.6
10/7/2018,Female,Home & Furniture,Dinning Tables,119,1,0.2,34.2,3.4
12/6/2018,Female,Home & Furniture,Shoe Rack,124,1,0.4,34.1,3.4
10/19/2018,Female,Home & Furniture,Umbrellas,70,3,0.2,23.3,2.3
8/8/2018,Female,Home & Furniture,Dinner Crockery,133,4,0.3,26.4,2.6
12/3/2018,Female,Home & Furniture,Sofa Covers,216,1,0.3,114.4,11.4
10/15/2018,Female,Home & Furniture,Bed Sheets,211,1,0.2,126.8,12.7
12/9/2018,Male,Home & Furniture,Curtains,34,3,0.2,11.3,1.1
10/8/2018,Female,Home & Furniture,Towels,228,3,0.2,134.3,13.4
7/22/2018,Female,Home & Furniture,Sofas,67,1,0.4,67,6.7
8/10/2018,Male,Home & Furniture,Beds,78,1,0.4,39,3.9
9/26/2018,Male,Home & Furniture,Dinning Tables,119,3,0.4,24.7,2.5
11/30/2018,Male,Home & Furniture,Shoe Rack,124,1,0.4,39,3.9
4/5/2018,Female,Home & Furniture,Umbrellas,70,4,0.3,17.5,1.8
9/17/2018,Female,Home & Furniture,Dinner Crockery,133,1,0.2,51.7,5.2
3/14/2018,Male,Home & Furniture,Sofa Covers,216,1,0.3,125.2,12.5
8/12/2018,Female,Home & Furniture,Bed Sheets,211,3,0.3,99.4,9.9
8/12/2018,Female,Home & Furniture,Curtains,34,4,0.2,8.5,0.9
4/23/2018,Male,Home & Furniture,Towels,228,1,0.4,138.9,13.9
1/17/2018,Female,Home & Furniture,Sofas,67,4,0.3,16.8,1.7
9/4/2018,Male,Home & Furniture,Beds,78,1,0.2,78,7.8
12/6/2018,Female,Home & Furniture,Dinning Tables,119,5,0.2,33.1,3.3
12/15/2018,Male,Home & Furniture,Shoe Rack,124,3,0.4,29.1,2.9
6/6/2018,Male,Home & Furniture,Umbrellas,70,4,0.2,17.5,1.8
4/5/2018,Female,Home & Furniture,Dinner Crockery,133,1,0.2,51.7,5.2
6/29/2018,Female,Home & Furniture,Sofa Covers,216,1,0.2,133.8,13.4
4/21/2018,Female,Home & Furniture,Bed Sheets,211,5,0.2,109.9,11
11/30/2018,Female,Home & Furniture,Curtains,34,5,0.2,6.8,0.7
7/29/2018,Female,Home & Furniture,Towels,228,1,0.4,138.9,13.9
1/8/2018,Female,Home & Furniture,Sofas,67,1,0.3,67,6.7
11/6/2018,Female,Home & Furniture,Beds,78,3,0.2,26,2.6
12/8/2018,Male,Home & Furniture,Dinning Tables,119,1,0.3,31.9,3.2
2/22/2018,Female,Home & Furniture,Shoe Rack,124,1,0.3,36.6,3.7
12/10/2018,Female,Home & Furniture,Umbrellas,70,4,0.2,17.5,1.8
8/22/2018,Female,Home & Furniture,Dinner Crockery,133,4,0.3,37,3.7
5/22/2018,Male,Home & Furniture,Sofa Covers,216,3,0.3,116.6,11.7
11/22/2018,Male,Home & Furniture,Bed Sheets,211,5,0.3,78.3,7.8
3/1/2018,Male,Home & Furniture,Curtains,34,5,0.3,6.8,0.7
7/29/2018,Female,Home & Furniture,Towels,228,3,0.2,141.2,14.1
5/28/2018,Female,Home & Furniture,Sofas,67,4,0.2,16.8,1.7
10/17/2018,Female,Home & Furniture,Beds,78,1,0.2,78,7.8
5/12/2018,Female,Home & Furniture,Dinning Tables,119,1,0.3,33.1,3.3
12/18/2018,Male,Home & Furniture,Shoe Rack,124,1,0.2,41.5,4.2
9/18/2018,Female,Home & Furniture,Umbrellas,70,1,0.3,35,3.5
11/6/2018,Female,Home & Furniture,Dinner Crockery,133,3,0.2,49,4.9
5/13/2018,Female,Home & Furniture,Sofa Covers,216,4,0.3,110.1,11
10/23/2018,Male,Home & Furniture,Bed Sheets,211,1,0.2,126.8,12.7
9/18/2018,Male,Home & Furniture,Curtains,34,4,0.2,8.5,0.9
9/15/2018,Male,Home & Furniture,Towels,228,1,0.2,138.9,13.9
1/2/2018,Male,Home & Furniture,Sofas,67,3,0.4,22.3,2.2
9/27/2018,Male,Home & Furniture,Beds,78,3,0.2,26,2.6
9/11/2018,Female,Home & Furniture,Dinning Tables,119,4,0.4,20,2
1/17/2018,Female,Home & Furniture,Shoe Rack,124,4,0.2,39,3.9
11/10/2018,Female,Home & Furniture,Umbrellas,70,5,0.3,14,1.4
12/2/2018,Male,Home & Furniture,Dinner Crockery,133,3,0.3,33.1,3.3
11/3/2018,Female,Home & Furniture,Sofa Covers,216,3,0.4,110.1,11
8/19/2018,Female,Home & Furniture,Bed Sheets,211,1,0.3,118.3,11.8
5/3/2018,Female,Home & Furniture,Curtains,34,1,0.4,34,3.4
1/11/2018,Female,Home & Furniture,Towels,228,1,0.3,125.2,12.5
2/21/2018,Female,Home & Furniture,Sofas,67,1,0.3,33.5,3.4
7/19/2018,Male,Home & Furniture,Beds,78,5,0.2,15.6,1.6
11/25/2018,Female,Home & Furniture,Dinning Tables,119,1,0.3,35.4,3.5
11/3/2018,Male,Home & Furniture,Shoe Rack,124,1,0.4,34.1,3.4
10/27/2018,Male,Home & Furniture,Umbrellas,70,4,0.4,17.5,1.8
10/8/2018,Female,Home & Furniture,Dinner Crockery,133,3,0.2,45,4.5
11/7/2018,Female,Home & Furniture,Sofa Covers,216,4,0.3,110.1,11
4/14/2018,Female,Home & Furniture,Bed Sheets,211,5,0.2,120.5,12
5/15/2018,Female,Home & Furniture,Curtains,34,4,0.3,8.5,0.9
4/20/2018,Female,Home & Furniture,Towels,228,1,0.3,136.6,13.7
7/30/2018,Female,Home & Furniture,Sofas,67,1,0.4,67,6.7
11/16/2018,Female,Home & Furniture,Beds,78,5,0.2,15.6,1.6
7/30/2018,Female,Home & Furniture,Dinning Tables,119,3,0.2,35.4,3.5
11/14/2018,Female,Home & Furniture,Shoe Rack,124,5,0.2,37.8,3.8
6/3/2018,Female,Home & Furniture,Umbrellas,70,1,0.2,70,7
8/11/2018,Female,Home & Furniture,Dinner Crockery,133,1,0.3,46.4,4.6
10/2/2018,Male,Home & Furniture,Sofa Covers,216,5,0.2,114.4,11.4
8/6/2018,Male,Home & Furniture,Bed Sheets,211,1,0.3,109.9,11
12/4/2018,Female,Home & Furniture,Curtains,34,5,0.3,6.8,0.7
12/16/2018,Female,Home & Furniture,Towels,228,1,0.2,143.4,14.3
1/22/2018,Female,Home & Furniture,Sofas,67,1,0.3,67,6.7
4/22/2018,Female,Home & Furniture,Beds,78,1,0.3,39,3.9
3/27/2018,Female,Home & Furniture,Dinning Tables,119,3,0.3,21.2,2.1
3/8/2018,Female,Home & Furniture,Shoe Rack,124,5,0.4,19.2,1.9
12/21/2018,Female,Home & Furniture,Umbrellas,70,5,0.3,14,1.4
7/27/2018,Female,Home & Furniture,Dinner Crockery,133,4,0.2,47.7,4.8
1/1/2018,Male,Home & Furniture,Sofa Covers,216,4,0.2,127.4,12.7
9/24/2018,Male,Home & Furniture,Bed Sheets,211,1,0.3,118.3,11.8
10/28/2018,Female,Home & Furniture,Curtains,34,3,0.2,11.3,1.1
3/18/2018,Female,Home & Furniture,Towels,228,5,0.2,125.2,12.5
7/21/2018,Male,Home & Furniture,Sofas,67,1,0.3,33.5,3.4
7/19/2018,Female,Home & Furniture,Beds,78,4,0.2,19.5,2
2/10/2018,Female,Home & Furniture,Dinning Tables,119,4,0.2,34.2,3.4
7/20/2018,Female,Home & Furniture,Shoe Rack,124,3,0.2,40.3,4
12/24/2018,Female,Home & Furniture,Umbrellas,70,1,0.4,35,3.5
6/30/2018,Female,Home & Furniture,Dinner Crockery,133,1,0.3,45,4.5
6/3/2018,Male,Home & Furniture,Sofa Covers,216,4,0.2,127.4,12.7
12/9/2018,Female,Home & Furniture,Bed Sheets,211,1,0.4,114.1,11.4
9/9/2018,Female,Home & Furniture,Curtains,34,3,0.4,11.3,1.1
5/4/2018,Female,Home & Furniture,Towels,228,1,0.3,136.6,13.7
3/1/2018,Female,Home & Furniture,Sofas,67,5,0.2,13.4,1.3
5/22/2018,Female,Home & Furniture,Beds,78,3,0.2,26,2.6
9/3/2018,Female,Home & Furniture,Dinning Tables,119,1,0.3,27.1,2.7
4/20/2018,Male,Home & Furniture,Shoe Rack,124,1,0.2,42.8,4.3
5/10/2018,Female,Home & Furniture,Umbrellas,70,5,0.4,14,1.4
11/21/2018,Female,Home & Furniture,Dinner Crockery,133,5,0.4,26.4,2.6
3/29/2018,Female,Home & Furniture,Sofa Covers,216,5,0.4,92.8,9.3
5/26/2018,Male,Home & Furniture,Bed Sheets,211,3,0.4,105.7,10.6
10/4/2018,Female,Home & Furniture,Curtains,34,3,0.2,11.3,1.1
4/24/2018,Female,Home & Furniture,Towels,228,3,0.4,120.6,12.1
1/5/2018,Female,Home & Furniture,Sofas,67,3,0.4,22.3,2.2
5/30/2018,Female,Home & Furniture,Beds,78,1,0.2,78,7.8
10/14/2018,Female,Home & Furniture,Dinning Tables,119,4,0.2,34.2,3.4
10/28/2018,Male,Home & Furniture,Shoe Rack,124,1,0.2,42.8,4.3
11/16/2018,Male,Home & Furniture,Umbrellas,70,4,0.3,17.5,1.8
4/20/2018,Female,Home & Furniture,Dinner Crockery,133,3,0.2,45,4.5
5/18/2018,Female,Home & Furniture,Sofa Covers,216,1,0.3,114.4,11.4
11/17/2018,Female,Home & Furniture,Bed Sheets,211,1,0.3,124.7,12.5
6/10/2018,Female,Home & Furniture,Curtains,34,1,0.3,17,1.7
4/6/2018,Male,Home & Furniture,Towels,228,1,0.2,143.4,14.3
7/30/2018,Female,Home & Furniture,Sofas,67,4,0.3,16.8,1.7
5/3/2018,Female,Home & Furniture,Beds,78,1,0.4,78,7.8
2/25/2018,Female,Home & Furniture,Dinning Tables,119,5,0.2,27.1,2.7
5/8/2018,Female,Home & Furniture,Shoe Rack,124,5,0.4,19.2,1.9
1/6/2018,Female,Home & Furniture,Umbrellas,70,1,0.2,70,7
7/29/2018,Female,Home & Furniture,Dinner Crockery,133,4,0.2,42.4,4.2
12/30/2018,Female,Home & Furniture,Sofa Covers,216,5,0.3,103.6,10.4
8/27/2018,Female,Home & Furniture,Bed Sheets,211,1,0.3,124.7,12.5
6/11/2018,Female,Home & Furniture,Curtains,34,1,0.3,17,1.7
6/9/2018,Female,Home & Furniture,Towels,228,1,0.3,136.6,13.7
11/1/2018,Female,Home & Furniture,Sofas,67,4,0.2,16.8,1.7
11/1/2018,Male,Home & Furniture,Beds,78,1,0.3,39,3.9
11/21/2018,Female,Home & Furniture,Dinning Tables,119,3,0.3,28.3,2.8
6/17/2018,Female,Home & Furniture,Shoe Rack,124,1,0.2,41.5,4.2
5/29/2018,Male,Home & Furniture,Umbrellas,70,4,0.4,17.5,1.8
4/25/2018,Female,Home & Furniture,Dinner Crockery,133,1,0.3,49,4.9
6/17/2018,Female,Home & Furniture,Sofa Covers,216,4,0.3,92.8,9.3
10/11/2018,Female,Home & Furniture,Bed Sheets,211,1,0.3,109.9,11
3/4/2018,Female,Home & Furniture,Curtains,34,5,0.2,6.8,0.7
3/19/2018,Male,Home & Furniture,Towels,228,5,0.2,125.2,12.5
7/30/2018,Female,Home & Furniture,Sofas,67,5,0.2,13.4,1.3
12/24/2018,Female,Home & Furniture,Beds,78,5,0.2,15.6,1.6
3/18/2018,Female,Home & Furniture,Dinning Tables,119,1,0.2,34.2,3.4
3/26/2018,Female,Home & Furniture,Shoe Rack,124,4,0.4,24.2,2.4
2/27/2018,Female,Home & Furniture,Umbrellas,70,1,0.2,35,3.5
12/16/2018,Female,Home & Furniture,Dinner Crockery,133,1,0.4,42.4,4.2
9/19/2018,Female,Home & Furniture,Sofa Covers,216,5,0.4,92.8,9.3
11/24/2018,Female,Home & Furniture,Bed Sheets,211,1,0.2,122.6,12.3
7/24/2018,Female,Home & Furniture,Curtains,34,3,0.3,11.3,1.1
9/25/2018,Male,Home & Furniture,Towels,228,5,0.4,102.4,10.2
7/7/2018,Female,Home & Furniture,Sofas,67,4,0.2,16.8,1.7
2/19/2018,Male,Home & Furniture,Beds,78,1,0.2,39,3.9
6/21/2018,Female,Home & Furniture,Dinning Tables,119,1,0.3,27.1,2.7
7/5/2018,Male,Home & Furniture,Shoe Rack,124,1,0.3,37.8,3.8
5/28/2018,Female,Home & Furniture,Umbrellas,70,1,0.3,70,7
7/24/2018,Female,Home & Furniture,Dinner Crockery,133,1,0.3,46.4,4.6
6/19/2018,Female,Home & Furniture,Sofa Covers,216,1,0.3,125.2,12.5
3/7/2018,Female,Home & Furniture,Bed Sheets,211,1,0.2,126.8,12.7
12/7/2018,Female,Home & Furniture,Curtains,34,1,0.4,34,3.4
7/19/2018,Male,Home & Furniture,Towels,228,1,0.3,125.2,12.5
4/30/2018,Female,Home & Furniture,Sofas,67,4,0.2,16.8,1.7
9/24/2018,Male,Home & Furniture,Beds,78,5,0.3,15.6,1.6
6/18/2018,Female,Home & Furniture,Dinning Tables,119,4,0.3,15.2,1.5
7/22/2018,Female,Home & Furniture,Shoe Rack,124,1,0.3,40.3,4
10/28/2018,Female,Home & Furniture,Umbrellas,70,3,0.4,23.3,2.3
3/2/2018,Male,Home & Furniture,Dinner Crockery,133,1,0.4,42.4,4.2
7/12/2018,Female,Home & Furniture,Sofa Covers,216,1,0.3,123,12.3
10/13/2018,Female,Home & Furniture,Bed Sheets,211,5,0.3,78.3,7.8
12/19/2018,Female,Home & Furniture,Curtains,34,4,0.3,8.5,0.9
5/4/2018,Female,Home & Furniture,Towels,228,3,0.4,120.6,12.1
12/13/2018,Male,Home & Furniture,Sofas,67,4,0.3,16.8,1.7
8/22/2018,Female,Home & Furniture,Beds,78,4,0.3,19.5,2
6/23/2018,Female,Home & Furniture,Dinning Tables,119,5,0.3,21.2,2.1
12/15/2018,Female,Home & Furniture,Shoe Rack,124,1,0.2,39,3.9
6/29/2018,Male,Home & Furniture,Umbrellas,70,4,0.2,17.5,1.8
11/14/2018,Male,Home & Furniture,Dinner Crockery,133,5,0.3,33.1,3.3
10/22/2018,Male,Home & Furniture,Sofa Covers,216,3,0.4,110.1,11
1/7/2018,Female,Home & Furniture,Bed Sheets,211,4,0.4,97.2,9.7
5/18/2018,Female,Home & Furniture,Curtains,34,5,0.4,6.8,0.7
1/11/2018,Female,Home & Furniture,Towels,228,3,0.2,134.3,13.4
1/25/2018,Male,Home & Furniture,Sofas,67,3,0.2,22.3,2.2
6/18/2018,Female,Home & Furniture,Beds,78,4,0.3,19.5,2
8/19/2018,Female,Home & Furniture,Dinning Tables,119,1,0.2,34.2,3.4
